Time:6,End Time,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Event Id,Event Date,Event Duration
45.9218750000,46.4218750000,0.0430923766,0.0664960532,0.3782222846,0.1505866136,0.0393910863,0.0035826772,,,
46.0214843750,46.5214843750,0.0302935409,0.0866032082,0.3630253079,0.1456272337,0.0432720545,0.0044151216,,,
46.1210937500,46.6210937500,0.0277935598,0.1024773675,0.3038378283,0.1219220234,0.0464835765,0.0049591276,,,
46.2207031250,46.7207031250,0.0446034089,0.0996192057,0.2430786909,0.0906377755,0.0703380238,0.0054757544,,,
46.3203125000,46.8203125000,0.0764173955,0.0822572579,0.2144337514,0.0689558632,0.1289983173,0.0055624116,,,
46.4199218750,46.9199218750,0.1091490191,0.0653606461,0.2394000162,0.0636690985,0.1945219102,0.0044186149,,,
46.5195312500,47.0195312500,0.1289517673,0.0532162248,0.2871508320,0.0826996397,0.2466079435,0.0026798106,,,
46.6191406250,47.1191406250,0.1282629883,0.0474353966,0.3130319789,0.1139768004,0.2803673496,0.0014942498,,,
46.7187500000,47.2187500000,0.1079936876,0.0489887318,0.3471147347,0.1374709852,0.2824753844,0.0015523331,,,
46.8183593750,47.3183593750,0.0742284117,0.0520887462,0.3832617277,0.1514821590,0.2438810866,0.0029856592,,,
46.9179687500,47.4179687500,0.0417961803,0.0475002800,0.4178990917,0.1628052120,0.1808494128,0.0046839865,,,
47.0175781250,47.5175781250,0.0264816615,0.0332279714,0.4107371777,0.1848286492,0.1251476927,0.0054975609,,,
47.1171875000,47.6171875000,0.0339380238,0.0182447741,0.3911708858,0.1948322626,0.0956781799,0.0058516016,,,
47.2167968750,47.7167968750,0.0576379465,0.0100118609,0.3326335168,0.2075677232,0.0900508229,0.0065883736,,,
47.3164062500,47.8164062500,0.0862421483,0.0060242832,0.2835746057,0.2297864889,0.0972212288,0.0083121023,,,
47.4160156250,47.9160156250,0.1068626527,0.0035293633,0.2279004393,0.2422897855,0.1029788390,0.0126832878,,,
47.5156250000,48.0156250000,0.1127072947,0.0028875114,0.2072623973,0.2248668681,0.0954877406,0.0212480475,,,
47.6152343750,48.1152343750,0.1048225537,0.0044961069,0.2207581046,0.2058862125,0.0754662865,0.0325074860,,,
47.7148437500,48.2148437500,0.0848417017,0.0089564382,0.2383164933,0.1855039446,0.0497407238,0.0418232591,,,
47.8144531250,48.3144531250,0.0597171477,0.0152499830,0.2231011181,0.1496076658,0.0316300297,0.0453680248,,,
47.9140625000,48.4140625000,0.0463446112,0.0210992665,0.1658767678,0.1058175473,0.0353049072,0.0423167626,,,
48.0136718750,48.5136718750,0.0499783783,0.0254898034,0.1089639802,0.0778567994,0.0633520492,0.0337040800,,,
48.1132812500,48.6132812500,0.0639494792,0.0277469496,0.0563608531,0.0613005566,0.0967044896,0.0228756372,,,
48.2128906250,48.7128906250,0.0847280335,0.0257129525,0.0486910244,0.0548987136,0.1171077019,0.0141598460,,,
48.3125000000,48.8125000000,0.1077602130,0.0195386150,0.0546089055,0.0486705361,0.1229808169,0.0110483155,,,
48.4121093750,48.9121093750,0.1284861798,0.0134895808,0.0612119000,0.0414292690,0.1134206176,0.0158249177,,,
48.5117187500,49.0117187500,0.1436880699,0.0094351022,0.0603556551,0.0489795813,0.0874802669,0.0260956925,,,
48.6113281250,49.1113281250,0.1540497715,0.0069417275,0.0553511905,0.0671744784,0.0556733471,0.0353537622,,,
48.7109375000,49.2109375000,0.1524376840,0.0058240784,0.0537241340,0.0949590874,0.0346481484,0.0395077835,,,
48.8105468750,49.3105468750,0.1335052435,0.0061804079,0.0753711862,0.1390212995,0.0258384707,0.0380904137,,,
48.9101562500,49.4101562500,0.1153947963,0.0063612214,0.0946157823,0.1803170984,0.0234416798,0.0313319679,,,
49.0097656250,49.5097656250,0.1168965881,0.0058506176,0.1089783906,0.2143391592,0.0223619310,0.0214418696,,,
49.1093750000,49.6093750000,0.1399729768,0.0048655608,0.1110601972,0.2384273829,0.0185065196,0.0124541006,,,
49.2089843750,49.7089843750,0.1762152180,0.0040500276,0.1023142581,0.2308656984,0.0134174721,0.0069481147,,,
49.3085937500,49.8085937500,0.2092361625,0.0035309558,0.0968288035,0.2074635076,0.0207109198,0.0046401005,,,
49.4082031250,49.9082031250,0.2216925852,0.0031973694,0.1692107763,0.1816087662,0.0553722059,0.0037345172,,,
49.5078125000,50.0078125000,0.2049697522,0.0027410819,0.2926910866,0.1462099856,0.1182025383,0.0030441111,,,
49.6074218750,50.1074218750,0.1567456053,0.0020285763,0.4415608490,0.0965951459,0.2071884217,0.0024399987,,,
49.7070312500,50.2070312500,0.0983019690,0.0013263264,0.5852839180,0.0684256921,0.3147602552,0.0029050416,,,
49.8066406250,50.3066406250,0.0543464900,0.0019034382,0.6479061708,0.0551947649,0.4064474070,0.0059737235,,,
49.9062500000,50.4062500000,0.0284927413,0.0038898214,0.6442385989,0.0649539262,0.4419711018,0.0115096693,,,
50.0058593750,50.5058593750,0.0153612151,0.0053164657,0.5629154001,0.0833636331,0.4180796326,0.0161705465,,,
50.1054687500,50.6054687500,0.0140257297,0.0060022278,0.4416919616,0.1051935325,0.3513892618,0.0174836840,,,
50.2050781250,50.7050781250,0.0288951503,0.0065871943,0.2752971819,0.1077990083,0.2575292311,0.0163446410,,,
50.3046875000,50.8046875000,0.0674816277,0.0062299298,0.1805421523,0.0999470147,0.1577633038,0.0151855646,,,
50.4042968750,50.9042968750,0.1299478805,0.0055444911,0.1094961278,0.1013543108,0.0882392600,0.0157833461,,,
50.5039062500,51.0039062500,0.1952792053,0.0078239154,0.0888018431,0.1220166378,0.0623770706,0.0196804143,,,
50.6035156250,51.1035156250,0.2345118390,0.0114378702,0.0863697544,0.1541506646,0.0602296588,0.0269243585,,,
50.7031250000,51.2031250000,0.2402533178,0.0143571955,0.0978536405,0.1719714744,0.0560994802,0.0348980264,,,
