Time:6,End Time,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Event Id,Event Date,Event Duration
120.2128906250,120.7128906250,0.1253844856,0.0943472310,0.0281928771,0.0288587153,0.0803777204,0.5058792231,,,
120.3125000000,120.8125000000,0.1325721994,0.1054303953,0.0255723860,0.0447029245,0.0559023294,0.6197422827,,,
120.4121093750,120.9121093750,0.1167205138,0.1122231167,0.0223001698,0.0661993929,0.0333424005,0.7254259510,,,
120.5117187500,121.0117187500,0.0849794190,0.1115796842,0.0196562865,0.0908539641,0.0175472525,0.8144739906,,,
120.6113281250,121.1113281250,0.0518872829,0.1031355747,0.0183711634,0.1132602982,0.0120936048,0.8850180017,,,
120.7109375000,121.2109375000,0.0289366145,0.0892862165,0.0185754781,0.1272789346,0.0136777141,0.9540835478,,,
120.8105468750,121.3105468750,0.0168380134,0.0731429708,0.0196051345,0.1291028900,0.0148889379,1.0314578026,,,
120.9101562500,121.4101562500,0.0121935908,0.0583233831,0.0191944853,0.1187318459,0.0136187912,1.1059829190,,,
121.0097656250,121.5097656250,0.0130600953,0.0494030061,0.0163253286,0.0993734514,0.0115050346,1.1631956171,,,
121.1093750000,121.6093750000,0.0242270977,0.0523941235,0.0126115993,0.0771974405,0.0096100382,1.1905502003,,,
121.2089843750,121.7089843750,0.0505143697,0.0708221128,0.0090252366,0.0584214636,0.0074284144,1.1727824471,,,
121.3085937500,121.8085937500,0.0818123740,0.1022806273,0.0057137912,0.0474840604,0.0055962780,1.1003208683,,,
121.4082031250,121.9082031250,0.1067105182,0.1377967681,0.0038967803,0.0453581545,0.0048606605,0.9835115785,,,
121.5078125000,122.0078125000,0.1187877520,0.1690192151,0.0037907062,0.0508821111,0.0048245443,0.8405259718,,,
121.6074218750,122.1074218750,0.1164173878,0.1884811549,0.0036938739,0.0617762728,0.0072335466,0.6908464277,,,
121.7070312500,122.2070312500,0.1120990750,0.1920284992,0.0030174514,0.0755692970,0.0185170437,0.5506102976,,,
